date,sex,age,ethnicity,population
2004-01-01,male,45-49,chinese,212.5
2004-01-01,male,45-49,indian,57.0
2004-01-01,male,45-49,other_citizen,6.9
2004-01-01,male,45-49,other_noncitizen,42.4
2004-01-01,male,50-54,overall,566.9
2004-01-01,male,50-54,bumi_malay,259.9
2004-01-01,male,50-54,bumi_other,49.6
2004-01-01,male,50-54,chinese,182.6
2004-01-01,male,50-54,indian,44.7
2004-01-01,male,50-54,other_citizen,5.4
2004-01-01,male,50-54,other_noncitizen,24.8
2004-01-01,male,55-59,overall,417.2
2004-01-01,male,55-59,bumi_malay,187.5
2004-01-01,male,55-59,bumi_other,36.0
2004-01-01,male,55-59,chinese,145.4
2004-01-01,male,55-59,indian,29.7
2004-01-01,male,55-59,other_citizen,3.1
2004-01-01,male,55-59,other_noncitizen,15.5
2004-01-01,male,60-64,overall,299.0
2004-01-01,male,60-64,bumi_malay,131.9
2004-01-01,male,60-64,bumi_other,27.5
2004-01-01,male,60-64,chinese,109.6
2004-01-01,male,60-64,indian,19.0
2004-01-01,male,60-64,other_citizen,2.3
2004-01-01,male,60-64,other_noncitizen,8.8
2004-01-01,male,65-69,overall,222.9
2004-01-01,male,65-69,bumi_malay,99.0
2004-01-01,male,65-69,bumi_other,20.0
2004-01-01,male,65-69,chinese,82.0
2004-01-01,male,65-69,indian,13.8
2004-01-01,male,65-69,other_citizen,1.8
2004-01-01,male,65-69,other_noncitizen,6.2
2004-01-01,male,70-74,overall,141.2
2004-01-01,male,70-74,bumi_malay,62.7
2004-01-01,male,70-74,bumi_other,13.9
2004-01-01,male,70-74,chinese,50.9
2004-01-01,male,70-74,indian,8.7
2004-01-01,male,70-74,other_citizen,1.2
2004-01-01,male,70-74,other_noncitizen,3.8
2004-01-01,male,75-79,overall,89.6
2004-01-01,male,75-79,bumi_malay,42.5
2004-01-01,male,75-79,bumi_other,8.8
2004-01-01,male,75-79,chinese,29.1
2004-01-01,male,75-79,indian,5.3
2004-01-01,male,75-79,other_citizen,0.9
2004-01-01,male,75-79,other_noncitizen,3.0
2004-01-01,male,80-84,overall,40.2
2004-01-01,male,80-84,bumi_malay,18.8
2004-01-01,male,80-84,bumi_other,4.3
2004-01-01,male,80-84,chinese,12.3
2004-01-01,male,80-84,indian,2.3
2004-01-01,male,80-84,other_citizen,0.5
2004-01-01,male,80-84,other_noncitizen,1.9
2004-01-01,male,85+,overall,34.3
2004-01-01,male,85+,bumi_malay,16.5
2004-01-01,male,85+,bumi_other,2.8
2004-01-01,male,85+,chinese,10.9
2004-01-01,male,85+,indian,1.8
2004-01-01,male,85+,other_citizen,0.4
2004-01-01,male,85+,other_noncitizen,1.9
2005-01-01,both,overall,overall,26045.5
2005-01-01,both,overall,bumi_malay,13024.3
2005-01-01,both,overall,bumi_other,2923.0
2005-01-01,both,overall,chinese,6127.3
2005-01-01,both,overall,indian,1819.5
2005-01-01,both,overall,other_citizen,277.4
2005-01-01,both,overall,other_noncitizen,1874.0
2005-01-01,both,0-4,overall,2555.8
2005-01-01,both,0-4,bumi_malay,1463.8
2005-01-01,both,0-4,bumi_other,340.8
2005-01-01,both,0-4,chinese,485.4
2005-01-01,both,0-4,indian,166.2
2005-01-01,both,0-4,other_citizen,39.6
2005-01-01,both,0-4,other_noncitizen,59.9
2005-01-01,both,5-9,overall,2741.6
2005-01-01,both,5-9,bumi_malay,1539.3
2005-01-01,both,5-9,bumi_other,355.1
2005-01-01,both,5-9,chinese,534.6
2005-01-01,both,5-9,indian,181.3
2005-01-01,both,5-9,other_citizen,39.8
2005-01-01,both,5-9,other_noncitizen,91.5
2005-01-01,both,10-14,overall,2742.1
2005-01-01,both,10-14,bumi_malay,1499.8
2005-01-01,both,10-14,bumi_other,354.7
2005-01-01,both,10-14,chinese,531.9
2005-01-01,both,10-14,indian,176.5
2005-01-01,both,10-14,other_citizen,36.1
2005-01-01,both,10-14,other_noncitizen,143.0
2005-01-01,both,15-19,overall,2719.1
2005-01-01,both,15-19,bumi_malay,1404.7
2005-01-01,both,15-19,bumi_other,320.8
2005-01-01,both,15-19,chinese,527.9
2005-01-01,both,15-19,indian,179.3
2005-01-01,both,15-19,other_citizen,31.9
2005-01-01,both,15-19,other_noncitizen,254.5
2005-01-01,both,20-24,overall,2561.8
2005-01-01,both,20-24,bumi_malay,1256.9
2005-01-01,both,20-24,bumi_other,289.3
2005-01-01,both,20-24,chinese,517.3
2005-01-01,both,20-24,indian,171.8
2005-01-01,both,20-24,other_citizen,26.1
2005-01-01,both,20-24,other_noncitizen,300.3
2005-01-01,both,25-29,overall,2135.3
2005-01-01,both,25-29,bumi_malay,981.2
2005-01-01,both,25-29,bumi_other,227.6
2005-01-01,both,25-29,chinese,476.9
2005-01-01,both,25-29,indian,151.3
2005-01-01,both,25-29,other_citizen,18.1
2005-01-01,both,25-29,other_noncitizen,280.1
2005-01-01,both,30-34,overall,1937.9
2005-01-01,both,30-34,bumi_malay,868.3
2005-01-01,both,30-34,bumi_other,205.5
2005-01-01,both,30-34,chinese,462.6
2005-01-01,both,30-34,indian,139.6
2005-01-01,both,30-34,other_citizen,15.2
2005-01-01,both,30-34,other_noncitizen,247.0
2005-01-01,both,35-39,overall,1816.0
2005-01-01,both,35-39,bumi_malay,832.9
2005-01-01,both,35-39,bumi_other,192.4
2005-01-01,both,35-39,chinese,463.5
2005-01-01,both,35-39,indian,135.1
2005-01-01,both,35-39,other_citizen,15.2
2005-01-01,both,35-39,other_noncitizen,176.8
2005-01-01,both,40-44,overall,1644.4
2005-01-01,both,40-44,bumi_malay,763.2
2005-01-01,both,40-44,bumi_other,168.4
2005-01-01,both,40-44,chinese,445.1
2005-01-01,both,40-44,indian,129.2
2005-01-01,both,40-44,other_citizen,13.9
2005-01-01,both,40-44,other_noncitizen,124.6
2005-01-01,both,45-49,overall,1416.2
2005-01-01,both,45-49,bumi_malay,664.5
2005-01-01,both,45-49,bumi_other,133.2
2005-01-01,both,45-49,chinese,413.6
2005-01-01,both,45-49,indian,116.8
2005-01-01,both,45-49,other_citizen,12.4
2005-01-01,both,45-49,other_noncitizen,75.6
2005-01-01,both,50-54,overall,1142.1
2005-01-01,both,50-54,bumi_malay,538.6
2005-01-01,both,50-54,bumi_other,99.0
2005-01-01,both,50-54,chinese,357.8
2005-01-01,both,50-54,indian,93.2
2005-01-01,both,50-54,other_citizen,9.7
2005-01-01,both,50-54,other_noncitizen,43.8
2005-01-01,both,55-59,overall,857.8
2005-01-01,both,55-59,bumi_malay,396.2
2005-01-01,both,55-59,bumi_other,73.4
2005-01-01,both,55-59,chinese,289.3
2005-01-01,both,55-59,indian,65.0
2005-01-01,both,55-59,other_citizen,6.2
2005-01-01,both,55-59,other_noncitizen,27.6
2005-01-01,both,60-64,overall,605.4
2005-01-01,both,60-64,bumi_malay,274.6
2005-01-01,both,60-64,bumi_other,56.2
2005-01-01,both,60-64,chinese,214.1
2005-01-01,both,60-64,indian,40.2
2005-01-01,both,60-64,other_citizen,4.4
2005-01-01,both,60-64,other_noncitizen,15.8
2005-01-01,both,65-69,overall,472.3
2005-01-01,both,65-69,bumi_malay,216.7
2005-01-01,both,65-69,bumi_other,41.9
2005-01-01,both,65-69,chinese,167.7
2005-01-01,both,65-69,indian,31.2
2005-01-01,both,65-69,other_citizen,3.3
2005-01-01,both,65-69,other_noncitizen,11.5
2005-01-01,both,70-74,overall,311.1
2005-01-01,both,70-74,bumi_malay,141.0
2005-01-01,both,70-74,bumi_other,30.1
2005-01-01,both,70-74,chinese,109.5
2005-01-01,both,70-74,indian,20.6
2005-01-01,both,70-74,other_citizen,2.2
2005-01-01,both,70-74,other_noncitizen,7.5
2005-01-01,both,75-79,overall,205.4
2005-01-01,both,75-79,bumi_malay,97.9
2005-01-01,both,75-79,bumi_other,18.7
2005-01-01,both,75-79,chinese,69.2
2005-01-01,both,75-79,indian,11.9
2005-01-01,both,75-79,other_citizen,1.7
2005-01-01,both,75-79,other_noncitizen,6.0
2005-01-01,both,80-84,overall,97.8
2005-01-01,both,80-84,bumi_malay,45.3
2005-01-01,both,80-84,bumi_other,9.3
2005-01-01,both,80-84,chinese,32.6
2005-01-01,both,80-84,indian,5.7
2005-01-01,both,80-84,other_citizen,0.9
2005-01-01,both,80-84,other_noncitizen,4.0
2005-01-01,both,85+,overall,83.5
2005-01-01,both,85+,bumi_malay,39.3
2005-01-01,both,85+,bumi_other,6.3
2005-01-01,both,85+,chinese,28.5
2005-01-01,both,85+,indian,4.3
2005-01-01,both,85+,other_citizen,0.8
2005-01-01,both,85+,other_noncitizen,4.3
2005-01-01,female,overall,overall,12692.3
2005-01-01,female,overall,bumi_malay,6463.0
2005-01-01,female,overall,bumi_other,1442.6
2005-01-01,female,overall,chinese,2977.9
2005-01-01,female,overall,indian,906.6
2005-01-01,female,overall,other_citizen,136.9
2005-01-01,female,overall,other_noncitizen,765.4
2005-01-01,female,0-4,overall,1243.1
2005-01-01,female,0-4,bumi_malay,712.7
2005-01-01,female,0-4,bumi_other,165.9
2005-01-01,female,0-4,chinese,235.1
2005-01-01,female,0-4,indian,81.6
2005-01-01,female,0-4,other_citizen,19.1
2005-01-01,female,0-4,other_noncitizen,28.7
2005-01-01,female,5-9,overall,1333.8
2005-01-01,female,5-9,bumi_malay,748.2
2005-01-01,female,5-9,bumi_other,174.6
2005-01-01,female,5-9,chinese,259.1
2005-01-01,female,5-9,indian,89.3
2005-01-01,female,5-9,other_citizen,19.2
2005-01-01,female,5-9,other_noncitizen,43.3
2005-01-01,female,10-14,overall,1332.0
2005-01-01,female,10-14,bumi_malay,733.4
2005-01-01,female,10-14,bumi_other,174.8
2005-01-01,female,10-14,chinese,256.1
2005-01-01,female,10-14,indian,86.7
2005-01-01,female,10-14,other_citizen,17.6
2005-01-01,female,10-14,other_noncitizen,63.4
2005-01-01,female,15-19,overall,1321.5
2005-01-01,female,15-19,bumi_malay,693.9
2005-01-01,female,15-19,bumi_other,161.0
2005-01-01,female,15-19,chinese,258.5
2005-01-01,female,15-19,indian,87.4
2005-01-01,female,15-19,other_citizen,15.8
2005-01-01,female,15-19,other_noncitizen,105.0
2005-01-01,female,20-24,overall,1230.7
2005-01-01,female,20-24,bumi_malay,622.6
2005-01-01,female,20-24,bumi_other,143.9
2005-01-01,female,20-24,chinese,253.1
2005-01-01,female,20-24,indian,84.6
2005-01-01,female,20-24,other_citizen,13.1
2005-01-01,female,20-24,other_noncitizen,113.4
2005-01-01,female,25-29,overall,1026.5
2005-01-01,female,25-29,bumi_malay,487.8
2005-01-01,female,25-29,bumi_other,113.9
2005-01-01,female,25-29,chinese,230.6
2005-01-01,female,25-29,indian,74.9
2005-01-01,female,25-29,other_citizen,9.6
2005-01-01,female,25-29,other_noncitizen,109.7
2005-01-01,female,30-34,overall,946.1
2005-01-01,female,30-34,bumi_malay,437.4
2005-01-01,female,30-34,bumi_other,103.4
2005-01-01,female,30-34,chinese,224.9
2005-01-01,female,30-34,indian,70.1
2005-01-01,female,30-34,other_citizen,8.3
2005-01-01,female,30-34,other_noncitizen,102.1
2005-01-01,female,35-39,overall,894.8
2005-01-01,female,35-39,bumi_malay,422.0
2005-01-01,female,35-39,bumi_other,95.8
2005-01-01,female,35-39,chinese,228.6
2005-01-01,female,35-39,indian,68.6
2005-01-01,female,35-39,other_citizen,8.1
2005-01-01,female,35-39,other_noncitizen,71.7
2005-01-01,female,40-44,overall,797.3
2005-01-01,female,40-44,bumi_malay,381.4
2005-01-01,female,40-44,bumi_other,82.2
2005-01-01,female,40-44,chinese,213.9
2005-01-01,female,40-44,indian,64.3
2005-01-01,female,40-44,other_citizen,7.1
2005-01-01,female,40-44,other_noncitizen,48.4
2005-01-01,female,45-49,overall,686.5
2005-01-01,female,45-49,bumi_malay,331.8
2005-01-01,female,45-49,bumi_other,63.5
2005-01-01,female,45-49,chinese,197.7
2005-01-01,female,45-49,indian,58.5
2005-01-01,female,45-49,other_citizen,5.6
2005-01-01,female,45-49,other_noncitizen,29.4
2005-01-01,female,50-54,overall,552.7
2005-01-01,female,50-54,bumi_malay,267.3
2005-01-01,female,50-54,bumi_other,46.4
2005-01-01,female,50-54,chinese,170.8
2005-01-01,female,50-54,indian,46.7
2005-01-01,female,50-54,other_citizen,4.2
2005-01-01,female,50-54,other_noncitizen,17.3
2005-01-01,female,55-59,overall,415.9
2005-01-01,female,55-59,bumi_malay,196.3
2005-01-01,female,55-59,bumi_other,35.6
2005-01-01,female,55-59,chinese,137.1
2005-01-01,female,55-59,indian,32.9
2005-01-01,female,55-59,other_citizen,2.9
2005-01-01,female,55-59,other_noncitizen,11.0
2005-01-01,female,60-64,overall,294.7
2005-01-01,female,60-64,bumi_malay,137.4
2005-01-01,female,60-64,bumi_other,27.4
2005-01-01,female,60-64,chinese,100.9
2005-01-01,female,60-64,indian,20.5
2005-01-01,female,60-64,other_citizen,2.1
2005-01-01,female,60-64,other_noncitizen,6.4
2005-01-01,female,65-69,overall,238.9
2005-01-01,female,65-69,bumi_malay,113.2
2005-01-01,female,65-69,bumi_other,21.1
2005-01-01,female,65-69,chinese,81.3
2005-01-01,female,65-69,indian,16.9
2005-01-01,female,65-69,other_citizen,1.5
2005-01-01,female,65-69,other_noncitizen,4.9
2005-01-01,female,70-74,overall,163.4
2005-01-01,female,70-74,bumi_malay,76.0
2005-01-01,female,70-74,bumi_other,15.5
2005-01-01,female,70-74,chinese,55.6
2005-01-01,female,70-74,indian,11.6
2005-01-01,female,70-74,other_citizen,1.0
2005-01-01,female,70-74,other_noncitizen,3.5
2005-01-01,female,75-79,overall,111.3
2005-01-01,female,75-79,bumi_malay,53.9
2005-01-01,female,75-79,bumi_other,9.5
2005-01-01,female,75-79,chinese,37.9
2005-01-01,female,75-79,indian,6.3
2005-01-01,female,75-79,other_citizen,0.8
2005-01-01,female,75-79,other_noncitizen,2.9
2005-01-01,female,80-84,overall,54.6
2005-01-01,female,80-84,bumi_malay,25.2
2005-01-01,female,80-84,bumi_other,4.6
2005-01-01,female,80-84,chinese,19.2
2005-01-01,female,80-84,indian,3.2
2005-01-01,female,80-84,other_citizen,0.4
2005-01-01,female,80-84,other_noncitizen,2.0
2005-01-01,female,85+,overall,48.3
2005-01-01,female,85+,bumi_malay,22.3
2005-01-01,female,85+,bumi_other,3.4
2005-01-01,female,85+,chinese,17.5
2005-01-01,female,85+,indian,2.4
2005-01-01,female,85+,other_citizen,0.4
2005-01-01,female,85+,other_noncitizen,2.3
2005-01-01,male,overall,overall,13353.3
2005-01-01,male,overall,bumi_malay,6561.3
2005-01-01,male,overall,bumi_other,1480.4
2005-01-01,male,overall,chinese,3149.5
2005-01-01,male,overall,indian,912.9
2005-01-01,male,overall,other_citizen,140.6
2005-01-01,male,overall,other_noncitizen,1108.6
2005-01-01,male,0-4,overall,1312.7
2005-01-01,male,0-4,bumi_malay,751.1
2005-01-01,male,0-4,bumi_other,174.9
2005-01-01,male,0-4,chinese,250.3
2005-01-01,male,0-4,indian,84.6
2005-01-01,male,0-4,other_citizen,20.5
2005-01-01,male,0-4,other_noncitizen,31.2
2005-01-01,male,5-9,overall,1407.8
2005-01-01,male,5-9,bumi_malay,791.1
2005-01-01,male,5-9,bumi_other,180.5
2005-01-01,male,5-9,chinese,275.4
2005-01-01,male,5-9,indian,92.0
2005-01-01,male,5-9,other_citizen,20.6
2005-01-01,male,5-9,other_noncitizen,48.2
2005-01-01,male,10-14,overall,1410.0
2005-01-01,male,10-14,bumi_malay,766.4
2005-01-01,male,10-14,bumi_other,179.9
2005-01-01,male,10-14,chinese,275.7
2005-01-01,male,10-14,indian,89.8
2005-01-01,male,10-14,other_citizen,18.5
2005-01-01,male,10-14,other_noncitizen,79.7
2005-01-01,male,15-19,overall,1397.6
2005-01-01,male,15-19,bumi_malay,710.8
2005-01-01,male,15-19,bumi_other,159.8
2005-01-01,male,15-19,chinese,269.4
2005-01-01,male,15-19,indian,91.9
2005-01-01,male,15-19,other_citizen,16.1
2005-01-01,male,15-19,other_noncitizen,149.5
2005-01-01,male,20-24,overall,1331.1
2005-01-01,male,20-24,bumi_malay,634.3
2005-01-01,male,20-24,bumi_other,145.4
2005-01-01,male,20-24,chinese,264.2
2005-01-01,male,20-24,indian,87.2
2005-01-01,male,20-24,other_citizen,13.0
2005-01-01,male,20-24,other_noncitizen,186.9
2005-01-01,male,25-29,overall,1108.8
2005-01-01,male,25-29,bumi_malay,493.4
2005-01-01,male,25-29,bumi_other,113.7
2005-01-01,male,25-29,chinese,246.3
2005-01-01,male,25-29,indian,76.4
2005-01-01,male,25-29,other_citizen,8.5
2005-01-01,male,25-29,other_noncitizen,170.4
2005-01-01,male,30-34,overall,991.8
2005-01-01,male,30-34,bumi_malay,430.9
2005-01-01,male,30-34,bumi_other,102.1
2005-01-01,male,30-34,chinese,237.7
2005-01-01,male,30-34,indian,69.5
2005-01-01,male,30-34,other_citizen,6.9
2005-01-01,male,30-34,other_noncitizen,144.9
2005-01-01,male,35-39,overall,921.2
2005-01-01,male,35-39,bumi_malay,410.9
2005-01-01,male,35-39,bumi_other,96.6
2005-01-01,male,35-39,chinese,234.9
2005-01-01,male,35-39,indian,66.5
2005-01-01,male,35-39,other_citizen,7.1
2005-01-01,male,35-39,other_noncitizen,105.1
2005-01-01,male,40-44,overall,847.1
2005-01-01,male,40-44,bumi_malay,381.8
2005-01-01,male,40-44,bumi_other,86.2
2005-01-01,male,40-44,chinese,231.2
2005-01-01,male,40-44,indian,64.9
2005-01-01,male,40-44,other_citizen,6.8
2005-01-01,male,40-44,other_noncitizen,76.2
2005-01-01,male,45-49,overall,729.7
2005-01-01,male,45-49,bumi_malay,332.7
2005-01-01,male,45-49,bumi_other,69.7
2005-01-01,male,45-49,chinese,215.9
2005-01-01,male,45-49,indian,58.3
2005-01-01,male,45-49,other_citizen,6.8
2005-01-01,male,45-49,other_noncitizen,46.2
2005-01-01,male,50-54,overall,589.4
2005-01-01,male,50-54,bumi_malay,271.3
2005-01-01,male,50-54,bumi_other,52.6
2005-01-01,male,50-54,chinese,187.0
2005-01-01,male,50-54,indian,46.5
2005-01-01,male,50-54,other_citizen,5.5
2005-01-01,male,50-54,other_noncitizen,26.5
2005-01-01,male,55-59,overall,441.9
2005-01-01,male,55-59,bumi_malay,199.9
2005-01-01,male,55-59,bumi_other,37.8
2005-01-01,male,55-59,chinese,152.2
2005-01-01,male,55-59,indian,32.1
2005-01-01,male,55-59,other_citizen,3.3
2005-01-01,male,55-59,other_noncitizen,16.6
2005-01-01,male,60-64,overall,310.7
2005-01-01,male,60-64,bumi_malay,137.2
2005-01-01,male,60-64,bumi_other,28.8
2005-01-01,male,60-64,chinese,113.2
2005-01-01,male,60-64,indian,19.7
2005-01-01,male,60-64,other_citizen,2.3
2005-01-01,male,60-64,other_noncitizen,9.4
2005-01-01,male,65-69,overall,233.4
2005-01-01,male,65-69,bumi_malay,103.5
2005-01-01,male,65-69,bumi_other,20.8
2005-01-01,male,65-69,chinese,86.4
2005-01-01,male,65-69,indian,14.3
2005-01-01,male,65-69,other_citizen,1.8
2005-01-01,male,65-69,other_noncitizen,6.6
2005-01-01,male,70-74,overall,147.7
2005-01-01,male,70-74,bumi_malay,65.0
2005-01-01,male,70-74,bumi_other,14.6
2005-01-01,male,70-74,chinese,53.9
2005-01-01,male,70-74,indian,9.0
2005-01-01,male,70-74,other_citizen,1.2
2005-01-01,male,70-74,other_noncitizen,4.0
2005-01-01,male,75-79,overall,94.1
2005-01-01,male,75-79,bumi_malay,44.0
2005-01-01,male,75-79,bumi_other,9.2
2005-01-01,male,75-79,chinese,31.3
2005-01-01,male,75-79,indian,5.6
2005-01-01,male,75-79,other_citizen,0.9
2005-01-01,male,75-79,other_noncitizen,3.1
2005-01-01,male,80-84,overall,43.2
2005-01-01,male,80-84,bumi_malay,20.1
2005-01-01,male,80-84,bumi_other,4.7
2005-01-01,male,80-84,chinese,13.4
2005-01-01,male,80-84,indian,2.5
2005-01-01,male,80-84,other_citizen,0.5
2005-01-01,male,80-84,other_noncitizen,2.0
2005-01-01,male,85+,overall,35.2
2005-01-01,male,85+,bumi_malay,17.0
2005-01-01,male,85+,bumi_other,2.9
2005-01-01,male,85+,chinese,11.0
2005-01-01,male,85+,indian,1.9
2005-01-01,male,85+,other_citizen,0.4
2005-01-01,male,85+,other_noncitizen,2.0
2006-01-01,both,overall,overall,26549.9
2006-01-01,both,overall,bumi_malay,13270.6
2006-01-01,both,overall,bumi_other,3003.0
2006-01-01,both,overall,chinese,6191.4
2006-01-01,both,overall,indian,1841.6
2006-01-01,both,overall,other_citizen,278.2
2006-01-01,both,overall,other_noncitizen,1965.0
2006-01-01,both,0-4,overall,2524.7
2006-01-01,both,0-4,bumi_malay,1450.3
2006-01-01,both,0-4,bumi_other,345.5
2006-01-01,both,0-4,chinese,468.2
2006-01-01,both,0-4,indian,161.8
2006-01-01,both,0-4,other_citizen,39.9
2006-01-01,both,0-4,other_noncitizen,59.0
2006-01-01,both,5-9,overall,2724.3
2006-01-01,both,5-9,bumi_malay,1533.9
2006-01-01,both,5-9,bumi_other,358.2
2006-01-01,both,5-9,chinese,533.3
2006-01-01,both,5-9,indian,180.2
2006-01-01,both,5-9,other_citizen,38.9
2006-01-01,both,5-9,other_noncitizen,79.7
2006-01-01,both,10-14,overall,2749.0
2006-01-01,both,10-14,bumi_malay,1510.5
2006-01-01,both,10-14,bumi_other,361.9
2006-01-01,both,10-14,chinese,534.7
2006-01-01,both,10-14,indian,177.2
2006-01-01,both,10-14,other_citizen,35.7
2006-01-01,both,10-14,other_noncitizen,128.9
2006-01-01,both,15-19,overall,2764.4
2006-01-01,both,15-19,bumi_malay,1426.5
2006-01-01,both,15-19,bumi_other,328.8
2006-01-01,both,15-19,chinese,530.7
2006-01-01,both,15-19,indian,180.3
2006-01-01,both,15-19,other_citizen,32.3
2006-01-01,both,15-19,other_noncitizen,265.7
2006-01-01,both,20-24,overall,2666.5
2006-01-01,both,20-24,bumi_malay,1297.8
2006-01-01,both,20-24,bumi_other,299.9
2006-01-01,both,20-24,chinese,524.8
2006-01-01,both,20-24,indian,176.0
2006-01-01,both,20-24,other_citizen,27.1
2006-01-01,both,20-24,other_noncitizen,340.9
2006-01-01,both,25-29,overall,2226.2
2006-01-01,both,25-29,bumi_malay,1026.8
2006-01-01,both,25-29,bumi_other,237.2
2006-01-01,both,25-29,chinese,485.6
2006-01-01,both,25-29,indian,155.0
2006-01-01,both,25-29,other_citizen,18.7
2006-01-01,both,25-29,other_noncitizen,302.7
2006-01-01,both,30-34,overall,1970.0
2006-01-01,both,30-34,bumi_malay,883.1
2006-01-01,both,30-34,bumi_other,208.8
2006-01-01,both,30-34,chinese,464.7
2006-01-01,both,30-34,indian,140.3
2006-01-01,both,30-34,other_citizen,14.9
2006-01-01,both,30-34,other_noncitizen,258.3
2006-01-01,both,35-39,overall,1838.5
2006-01-01,both,35-39,bumi_malay,840.5
2006-01-01,both,35-39,bumi_other,195.2
2006-01-01,both,35-39,chinese,464.3
2006-01-01,both,35-39,indian,134.8
2006-01-01,both,35-39,other_citizen,14.7
2006-01-01,both,35-39,other_noncitizen,188.9
2006-01-01,both,40-44,overall,1678.1
2006-01-01,both,40-44,bumi_malay,780.1
2006-01-01,both,40-44,bumi_other,174.0
2006-01-01,both,40-44,chinese,449.3
2006-01-01,both,40-44,indian,130.4
2006-01-01,both,40-44,other_citizen,13.8
2006-01-01,both,40-44,other_noncitizen,130.6
2006-01-01,both,45-49,overall,1459.2
2006-01-01,both,45-49,bumi_malay,685.7
2006-01-01,both,45-49,bumi_other,141.1
2006-01-01,both,45-49,chinese,419.0
2006-01-01,both,45-49,indian,119.3
2006-01-01,both,45-49,other_citizen,12.3
2006-01-01,both,45-49,other_noncitizen,81.7
2006-01-01,both,50-54,overall,1185.2
2006-01-01,both,50-54,bumi_malay,560.9
2006-01-01,both,50-54,bumi_other,105.1
2006-01-01,both,50-54,chinese,365.3
2006-01-01,both,50-54,indian,96.7
2006-01-01,both,50-54,other_citizen,9.9
2006-01-01,both,50-54,other_noncitizen,47.2
2006-01-01,both,55-59,overall,907.9
2006-01-01,both,55-59,bumi_malay,423.4
2006-01-01,both,55-59,bumi_other,76.4
2006-01-01,both,55-59,chinese,302.0
2006-01-01,both,55-59,indian,70.0
2006-01-01,both,55-59,other_citizen,6.5
2006-01-01,both,55-59,other_noncitizen,29.6
2006-01-01,both,60-64,overall,635.2
2006-01-01,both,60-64,bumi_malay,288.9
2006-01-01,both,60-64,bumi_other,58.8
2006-01-01,both,60-64,chinese,223.1
2006-01-01,both,60-64,indian,42.8
2006-01-01,both,60-64,other_citizen,4.4
2006-01-01,both,60-64,other_noncitizen,17.4
2006-01-01,both,65-69,overall,488.7
2006-01-01,both,65-69,bumi_malay,224.2
2006-01-01,both,65-69,bumi_other,43.6
2006-01-01,both,65-69,chinese,174.0
2006-01-01,both,65-69,indian,31.7
2006-01-01,both,65-69,other_citizen,3.3
2006-01-01,both,65-69,other_noncitizen,12.0
2006-01-01,both,70-74,overall,326.0
2006-01-01,both,70-74,bumi_malay,147.3
2006-01-01,both,70-74,bumi_other,31.4
2006-01-01,both,70-74,chinese,115.2
2006-01-01,both,70-74,indian,21.8
2006-01-01,both,70-74,other_citizen,2.2
2006-01-01,both,70-74,other_noncitizen,7.9
2006-01-01,both,75-79,overall,213.1
2006-01-01,both,75-79,bumi_malay,100.3
2006-01-01,both,75-79,bumi_other,19.9
2006-01-01,both,75-79,chinese,72.5
2006-01-01,both,75-79,indian,12.6
2006-01-01,both,75-79,other_citizen,1.7
2006-01-01,both,75-79,other_noncitizen,6.0
2006-01-01,both,80-84,overall,106.8
2006-01-01,both,80-84,bumi_malay,49.9
2006-01-01,both,80-84,bumi_other,10.2
2006-01-01,both,80-84,chinese,35.5
2006-01-01,both,80-84,indian,6.1
2006-01-01,both,80-84,other_citizen,0.9
2006-01-01,both,80-84,other_noncitizen,4.1
2006-01-01,both,85+,overall,85.9
2006-01-01,both,85+,bumi_malay,40.4
2006-01-01,both,85+,bumi_other,6.9
2006-01-01,both,85+,chinese,28.9
2006-01-01,both,85+,indian,4.5
2006-01-01,both,85+,other_citizen,0.8
2006-01-01,both,85+,other_noncitizen,4.4
2006-01-01,female,overall,overall,12922.4
2006-01-01,female,overall,bumi_malay,6585.1
2006-01-01,female,overall,bumi_other,1481.7
2006-01-01,female,overall,chinese,3007.1
2006-01-01,female,overall,indian,917.3
2006-01-01,female,overall,other_citizen,136.9
2006-01-01,female,overall,other_noncitizen,794.3
2006-01-01,female,0-4,overall,1228.1
2006-01-01,female,0-4,bumi_malay,705.9
2006-01-01,female,0-4,bumi_other,168.7
2006-01-01,female,0-4,chinese,226.9
2006-01-01,female,0-4,indian,79.2
2006-01-01,female,0-4,other_citizen,19.2
2006-01-01,female,0-4,other_noncitizen,28.3
2006-01-01,female,5-9,overall,1325.8
2006-01-01,female,5-9,bumi_malay,746.2
2006-01-01,female,5-9,bumi_other,175.4
2006-01-01,female,5-9,chinese,259.1
2006-01-01,female,5-9,indian,88.7
2006-01-01,female,5-9,other_citizen,18.7
2006-01-01,female,5-9,other_noncitizen,37.7
2006-01-01,female,10-14,overall,1336.2
2006-01-01,female,10-14,bumi_malay,738.2
2006-01-01,female,10-14,bumi_other,178.4
2006-01-01,female,10-14,chinese,257.7
2006-01-01,female,10-14,indian,87.3
2006-01-01,female,10-14,other_citizen,17.4
2006-01-01,female,10-14,other_noncitizen,57.3
2006-01-01,female,15-19,overall,1344.1
2006-01-01,female,15-19,bumi_malay,704.7
2006-01-01,female,15-19,bumi_other,165.3
2006-01-01,female,15-19,chinese,259.8
2006-01-01,female,15-19,indian,87.9
2006-01-01,female,15-19,other_citizen,16.0
2006-01-01,female,15-19,other_noncitizen,110.5
